State,Year,Indicator,Value
ME,2021,Psychostimulants with abuse potential (T43.6),160
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108
ME,2021,"Opioids (T40.0-T40.4,T40.6)",481
ME,2021,Methadone (T40.3),29
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",548
ME,2021,Number of Drug Overdose Deaths,620
ME,2021,"Opioids (T40.0-T40.4,T40.6)",552
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",110
ME,2021,Psychostimulants with abuse potential (T43.6),198
ME,2021,Methadone (T40.3),37
ME,2021,Number of Deaths,"17,129"
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",91
ME,2021,"Opioids (T40.0-T40.4,T40.6)",431
ME,2021,Psychostimulants with abuse potential (T43.6),135
ME,2021,Methadone (T40.3),29
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",425
ME,2021,"Opioids (T40.0-T40.4,T40.6)",430
ME,2021,Psychostimulants with abuse potential (T43.6),134
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",424
ME,2021,Methadone (T40.3),30
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",97
ME,2021,"Opioids (T40.0-T40.4,T40.6)",479
ME,2021,Methadone (T40.3),29
ME,2021,Psychostimulants with abuse potential (T43.6),159
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",476
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108
ME,2021,"Opioids (T40.0-T40.4,T40.6)",473
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",468
ME,2021,Psychostimulants with abuse potential (T43.6),151
ME,2021,Methadone (T40.3),29
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",99
ME,2021,"Opioids (T40.0-T40.4,T40.6)",452
ME,2021,Psychostimulants with abuse potential (T43.6),139
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",446
ME,2021,Methadone (T40.3),32
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",97
ME,2021,Psychostimulants with abuse potential (T43.6),152
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",462
ME,2021,"Opioids (T40.0-T40.4,T40.6)",467
ME,2021,Methadone (T40.3),28
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",100
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",110
ME,2021,Methadone (T40.3),33
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",538
ME,2021,"Opioids (T40.0-T40.4,T40.6)",541
ME,2021,Psychostimulants with abuse potential (T43.6),191
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",517
ME,2021,Methadone (T40.3),32
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",107
ME,2021,Psychostimulants with abuse potential (T43.6),186
ME,2021,"Opioids (T40.0-T40.4,T40.6)",521
ME,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",496
ME,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",108
ME,2021,Methadone (T40.3),28
MI,2018,Heroin ,659
ME,2021,Psychostimulants with abuse potential (T43.6),168
ME,2021,"Opioids (T40.0-T40.4,T40.6)",498
ME,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds",556
ME,2022,Methadone (T40.3),42
ME,2022,Psychostimulants with abuse potential (T43.6),214
ME,2022,"Opioids (T40.0-T40.4,T40.6)",556
ME,2022,Other natural & semi-synthetic opioids,74
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",553
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",109
ME,2022,Cocaine,202
ME,2022,Number of Drug Overdose Deaths,683
ME,2022,Psychostimulants with abuse potential (T43.6),229
ME,2022,Methadone (T40.3),47
ME,2022,"Opioids (T40.0-T40.4,T40.6)",605
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",115
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",602
ME,2022,"Opioids (T40.0-T40.4,T40.6)",543
ME,2022,Psychostimulants with abuse potential (T43.6),196
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",539
MI,2019,Heroin ,628
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",104
ME,2022,Methadone (T40.3),38
ME,2022,"Opioids (T40.0-T40.4,T40.6)",538
ME,2022,Psychostimulants with abuse potential (T43.6),188
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",534
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",102
ME,2022,Methadone (T40.3),35
ME,2022,Psychostimulants with abuse potential (T43.6),224
ME,2022,"Opioids (T40.0-T40.4,T40.6)",586
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",583
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",113
ME,2022,Methadone (T40.3),48
ME,2022,Psychostimulants with abuse potential (T43.6),224
ME,2022,"Opioids (T40.0-T40.4,T40.6)",567
ME,2022,Methadone (T40.3),46
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",564
ME,2022,Number of Deaths,"17,755"
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",115
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",541
ME,2022,Methadone (T40.3),39
ME,2022,"Opioids (T40.0-T40.4,T40.6)",544
ME,2022,Psychostimulants with abuse potential (T43.6),203
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",106
ME,2022,Methadone (T40.3),45
ME,2022,Psychostimulants with abuse potential (T43.6),218
ME,2022,"Opioids (T40.0-T40.4,T40.6)",551
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",113
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",548
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112
ME,2022,Methadone (T40.3),44
ME,2022,"Opioids (T40.0-T40.4,T40.6)",608
ME,2022,Psychostimulants with abuse potential (T43.6),230
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",607
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",606
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",114
ME,2022,"Opioids (T40.0-T40.4,T40.6)",607
ME,2022,Psychostimulants with abuse potential (T43.6),229
ME,2022,Methadone (T40.3),46
ME,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",602
ME,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",112
MI,2020,Heroin ,498
ME,2022,"Opioids (T40.0-T40.4,T40.6)",605
ME,2022,Methadone (T40.3),47
ME,2022,Psychostimulants with abuse potential (T43.6),233
MI,2015,Number of Drug Overdose Deaths,"2,017"
MI,2015,Number of Deaths,"95,079"
MI,2016,Number of Deaths,"94,840"
MI,2016,Number of Drug Overdose Deaths,"2,342"
MI,2017,Number of Deaths,"96,265"
MI,2017,Number of Drug Overdose Deaths,"2,725"
MI,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,849"
MI,2018,Other natural & semi-synthetic opioids,444
MI,2018,Cocaine,783
MI,2018,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,549"
MI,2018,Methadone (T40.3),133
MI,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",555
MI,2018,Psychostimulants with abuse potential (T43.6),165
MI,2018,"Opioids (T40.0-T40.4,T40.6)","2,009"
MI,2018,Number of Drug Overdose Deaths,"2,734"
MI,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,855"
MI,2018,Psychostimulants with abuse potential (T43.6),173
MI,2018,Methadone (T40.3),144
MI,2018,Number of Deaths,"97,947"
MI,2018,"Opioids (T40.0-T40.4,T40.6)","2,030"
MI,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",563
MI,2018,Methadone (T40.3),142
MI,2018,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,873"
MI,2018,Psychostimulants with abuse potential (T43.6),169
MI,2018,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",563
MI,2018,"Opioids (T40.0-T40.4,T40.6)","2,052"
MI,2019,Methadone (T40.3),110
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,850"
MI,2019,Psychostimulants with abuse potential (T43.6),159
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",503
MI,2019,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,481"
MI,2019,Other natural & semi-synthetic opioids,426
MI,2019,Cocaine,737
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,707"
MI,2019,Methadone (T40.3),108
MI,2019,Psychostimulants with abuse potential (T43.6),172
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",470
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,782"
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,663"
MI,2019,Number of Deaths,"97,756"
MI,2019,Psychostimulants with abuse potential (T43.6),159
MI,2021,Heroin ,443
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",520
MI,2019,Methadone (T40.3),127
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,750"
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,907"
MI,2019,Psychostimulants with abuse potential (T43.6),166
MI,2019,Methadone (T40.3),133
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,783"
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",537
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,946"
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,827"
MI,2019,Psychostimulants with abuse potential (T43.6),174
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",485
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,701"
MI,2019,Methadone (T40.3),115
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,865"
MI,2019,Psychostimulants with abuse potential (T43.6),173
MI,2019,Methadone (T40.3),115
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",496
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,729"
MI,2019,Psychostimulants with abuse potential (T43.6),160
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,722"
MI,2019,Methadone (T40.3),116
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,867"
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",512
MI,2019,Psychostimulants with abuse potential (T43.6),169
MI,2019,Number of Drug Overdose Deaths,"2,460"
MI,2019,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,755"
MI,2019,Methadone (T40.3),117
MI,2019,"Opioids (T40.0-T40.4,T40.6)","1,898"
MI,2019,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",515
MI,2020,"Opioids (T40.0-T40.4,T40.6)","2,185"
MI,2020,Other natural & semi-synthetic opioids,392
MI,2020,Psychostimulants with abuse potential (T43.6),385
MI,2020,"Synthetic opioids, excl. methadone and rehabilitory compounds","1,929"
MI,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",494
MI,2020,Methadone (T40.3),123
MI,2020,Number of Deaths,"115,487"
MI,2020,Number of Drug Overdose Deaths,"2,750"
MI,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,143"
MI,2020,Cocaine,711
MI,2020,"Opioids (T40.0-T40.4,T40.6)","2,026"
MI,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,973"
MI,2020,Psychostimulants with abuse potential (T43.6),312
MI,2020,Methadone (T40.3),115
MI,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",463
MI,2020,"Opioids (T40.0-T40.4,T40.6)","1,939"
MI,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",450
MI,2020,Methadone (T40.3),117
MI,2020,Psychostimulants with abuse potential (T43.6),290
MI,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","1,881"
MI,2020,"Opioids (T40.0-T40.4,T40.6)","2,138"
MI,2020,Psychostimulants with abuse potential (T43.6),368
MI,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,095"
MI,2020,Methadone (T40.3),121
MI,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",494
MI,2020,Psychostimulants with abuse potential (T43.6),360
MI,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,108"
MI,2020,"Opioids (T40.0-T40.4,T40.6)","2,154"
MI,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",502
MI,2020,Methadone (T40.3),125
MI,2020,Psychostimulants with abuse potential (T43.6),352
MI,2020,"Opioids (T40.0-T40.4,T40.6)","2,121"
MI,2020,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",491
MI,2020,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,074"
MI,2020,Methadone (T40.3),126
MI,2021,Psychostimulants with abuse potential (T43.6),463
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,408"
MI,2021,Other natural & semi-synthetic opioids,425
MI,2021,"Synthetic opioids, excl. methadone and rehabilitory compounds","2,295"
MI,2021,Methadone (T40.3),124
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,375"
MI,2022,Heroin ,210
MI,2021,Cocaine,937
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",534
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,403"
MI,2021,Psychostimulants with abuse potential (T43.6),478
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",504
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,434"
MI,2021,Methadone (T40.3),115
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,519"
MI,2021,Number of Drug Overdose Deaths,"3,092"
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,546"
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",513
MI,2021,Psychostimulants with abuse potential (T43.6),516
MI,2021,Methadone (T40.3),114
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",505
MI,2021,Number of Deaths,"117,172"
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,263"
MI,2021,Psychostimulants with abuse potential (T43.6),419
MI,2021,Methadone (T40.3),123
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,220"
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,246"
MI,2021,Psychostimulants with abuse potential (T43.6),401
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,202"
MI,2021,Methadone (T40.3),123
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",489
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,382"
MI,2021,Methadone (T40.3),119
MI,2021,Psychostimulants with abuse potential (T43.6),474
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,352"
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",511
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,349"
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,317"
MI,2021,Psychostimulants with abuse potential (T43.6),460
MI,2021,Methadone (T40.3),125
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",520
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,337"
MI,2021,Psychostimulants with abuse potential (T43.6),440
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,300"
MI,2021,Methadone (T40.3),121
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",518
MI,2021,Psychostimulants with abuse potential (T43.6),450
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,335"
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,365"
MI,2021,Methadone (T40.3),128
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",533
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",498
MI,2021,Methadone (T40.3),108
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,494"
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,521"
MI,2021,Psychostimulants with abuse potential (T43.6),514
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,452"
MI,2021,Methadone (T40.3),109
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",491
MI,2021,Psychostimulants with abuse potential (T43.6),501
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,482"
MI,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,438"
MI,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",510
MI,2021,Methadone (T40.3),111
MI,2021,Psychostimulants with abuse potential (T43.6),490
MI,2021,"Opioids (T40.0-T40.4,T40.6)","2,468"
MI,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds","2,321"
MI,2022,Methadone (T40.3),97
MI,2022,Psychostimulants with abuse potential (T43.6),504
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,444"
MI,2022,Other natural & semi-synthetic opioids,407
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,420"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",456
MI,2022,Cocaine,968
MI,2022,Psychostimulants with abuse potential (T43.6),481
MI,2022,Methadone (T40.3),78
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,317"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",393
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,301"
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,560"
MI,2022,Psychostimulants with abuse potential (T43.6),532
MI,2022,Number of Drug Overdose Deaths,"3,113"
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,536"
MI,2022,Number of Deaths,"118,547"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",499
MI,2022,Methadone (T40.3),111
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,545"
MI,2022,Psychostimulants with abuse potential (T43.6),519
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,522"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",506
MI,2022,Methadone (T40.3),115
MI,2022,Psychostimulants with abuse potential (T43.6),479
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,358"
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,338"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",401
MI,2022,Methadone (T40.3),78
MI,2022,Psychostimulants with abuse potential (T43.6),486
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,376"
MI,2022,Methadone (T40.3),83
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,357"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",417
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,492"
MI,2022,Methadone (T40.3),105
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,517"
MI,2022,Psychostimulants with abuse potential (T43.6),530
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",477
MI,2022,Methadone (T40.3),84
MI,2022,Psychostimulants with abuse potential (T43.6),496
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,398"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",426
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,377"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",363
MI,2022,Methadone (T40.3),81
MN,2022,Heroin ,98
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,202"
MI,2022,Psychostimulants with abuse potential (T43.6),448
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,185"
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,230"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",368
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,244"
MI,2022,Psychostimulants with abuse potential (T43.6),455
MI,2022,Methadone (T40.3),78
MI,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)","2,239"
MI,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",370
MI,2022,"Opioids (T40.0-T40.4,T40.6)","2,254"
MI,2022,Methadone (T40.3),77
MI,2022,Psychostimulants with abuse potential (T43.6),463
MN,2015,Number of Drug Overdose Deaths,592
MN,2015,Number of Deaths,"43,207"
MN,2016,Number of Deaths,"43,134"
MN,2016,Number of Drug Overdose Deaths,654
MN,2017,Number of Deaths,"44,295"
MN,2017,Number of Drug Overdose Deaths,729
MN,2018,Number of Drug Overdose Deaths,719
MN,2018,Number of Deaths,"44,905"
MN,2019,Number of Deaths,"45,391"
MN,2019,Number of Drug Overdose Deaths,769
MN,2020,Number of Drug Overdose Deaths,"1,065"
MN,2020,Number of Deaths,"50,683"
MN,2021,Other natural & semi-synthetic opioids,184
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",873
MN,2021,Psychostimulants with abuse potential (T43.6),403
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",211
MN,2021,"Opioids (T40.0-T40.4,T40.6)",885
MN,2021,Methadone (T40.3),58
MN,2021,"Synthetic opioids, excl. methadone and rehabilitory compounds",868
MN,2021,Cocaine,158
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",952
MN,2021,Number of Drug Overdose Deaths,"1,344"
MN,2021,"Opioids (T40.0-T40.4,T40.6)",964
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",203
MN,2021,Psychostimulants with abuse potential (T43.6),477
MN,2021,Methadone (T40.3),50
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",230
MN,2021,"Opioids (T40.0-T40.4,T40.6)",778
MN,2021,Psychostimulants with abuse potential (T43.6),368
MN,2021,Methadone (T40.3),59
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",762
MN,2021,Number of Deaths,"52,499"
MN,2021,"Opioids (T40.0-T40.4,T40.6)",866
MN,2021,Methadone (T40.3),56
MN,2021,Psychostimulants with abuse potential (T43.6),393
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",854
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",207
MN,2021,"Opioids (T40.0-T40.4,T40.6)",828
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",817
MN,2021,Psychostimulants with abuse potential (T43.6),384
MN,2021,Methadone (T40.3),57
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",219
MN,2021,Psychostimulants with abuse potential (T43.6),386
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",815
MN,2021,"Opioids (T40.0-T40.4,T40.6)",830
MN,2021,Methadone (T40.3),58
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",228
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",210
MN,2021,Methadone (T40.3),52
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",925
MN,2021,"Opioids (T40.0-T40.4,T40.6)",936
MN,2021,Psychostimulants with abuse potential (T43.6),455
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",903
MN,2021,Methadone (T40.3),50
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",197
MN,2021,Psychostimulants with abuse potential (T43.6),435
MN,2021,"Opioids (T40.0-T40.4,T40.6)",914
MN,2021,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",892
MN,2021,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",201
MN,2021,Methadone (T40.3),57
MO,2017,Heroin ,312
MN,2021,Psychostimulants with abuse potential (T43.6),420
MN,2021,"Opioids (T40.0-T40.4,T40.6)",904
MN,2022,"Synthetic opioids, excl. methadone and rehabilitory compounds",943
MN,2022,Methadone (T40.3),43
MN,2022,Psychostimulants with abuse potential (T43.6),490
MN,2022,"Opioids (T40.0-T40.4,T40.6)",964
MN,2022,Other natural & semi-synthetic opioids,163
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",955
MO,2018,Heroin ,390
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",192
MN,2022,Cocaine,201
MN,2022,Psychostimulants with abuse potential (T43.6),505
MN,2022,Methadone (T40.3),48
MN,2022,"Opioids (T40.0-T40.4,T40.6)","1,000"
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",186
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",994
MN,2022,"Opioids (T40.0-T40.4,T40.6)",971
MN,2022,Psychostimulants with abuse potential (T43.6),498
MN,2022,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",960
MN,2022,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",193
MN,2022,Methadone (T40.3),45
MN,2022,"Opioids (T40.0-T40.4,T40.6)",980
MN,2022,Psychostimulants with abuse potential (T43.6),493
